Farm	UniqueID	DOB	Group	Visit	Date	LastTreatmentDays	LastTreatmentCat	EPG	Serum	Copro	dEPG	dSerum	dCopro
O1	O1_3084	2014-08-22	Calf	F	2016-08-15	NA	LongerOrNever	0	194.7	0.85	FALSE	TRUE	FALSE
O1	O1_3084	2014-08-22	Calf	C	2015-11-11	NA	LongerOrNever	0	12.1	0.9	FALSE	FALSE	FALSE
O1	O1_3084	2014-08-22	Calf	D	2016-02-02	NA	LongerOrNever	0	2.5	0.66	FALSE	FALSE	FALSE
O1	O1_3084	2014-08-22	Calf	E	2016-04-14	NA	LongerOrNever	0	3.3	0.62	FALSE	FALSE	FALSE
O1	O1_3084	2014-08-22	Calf	A	2015-04-27	NA	LongerOrNever	0	2.4	0.83	FALSE	FALSE	FALSE
O1	O1_3084	2014-08-22	Calf	B	2015-07-27	NA	LongerOrNever	0	17.2	0.35	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	B	2015-07-27	NA	LongerOrNever	0	4.6	0.36	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	A	2015-04-27	NA	LongerOrNever	0	2.4	0.23	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	D	2016-02-02	NA	LongerOrNever	0	-0.6	1.22	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	G	2017-01-16	NA	LongerOrNever	NA	4.5	0.79	NA	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	C	2015-11-11	NA	LongerOrNever	0	-3.3	1.11	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	F	2016-08-15	NA	LongerOrNever	0	5.2	1.01	FALSE	FALSE	FALSE
O1	O1_3089	2014-08-31	Calf	E	2016-04-14	NA	LongerOrNever	0	1.5	0.45	FALSE	FALSE	FALSE
O1	O1_3091	2014-09-01	Calf	D	2016-02-02	NA	LongerOrNever	0	137.5	1.65	FALSE	TRUE	TRUE
O1	O1_3091	2014-09-01	Calf	A	2015-04-27	NA	LongerOrNever	0	1	-1.07	FALSE	FALSE	FALSE
O1	O1_3091	2014-09-01	Calf	B	2015-07-27	NA	LongerOrNever	0	6.3	0.07	FALSE	FALSE	FALSE
O1	O1_3091	2014-09-01	Calf	G	2017-01-16	NA	LongerOrNever	NA	115	41.07	NA	TRUE	TRUE
O1	O1_3091	2014-09-01	Calf	C	2015-11-11	NA	LongerOrNever	0	40.1	0.78	FALSE	TRUE	FALSE
O1	O1_3091	2014-09-01	Calf	F	2016-08-15	NA	LongerOrNever	0.2	48.1	1.87	TRUE	TRUE	TRUE
O1	O1_3091	2014-09-01	Calf	E	2016-04-14	NA	LongerOrNever	0.2	62.6	4.35	TRUE	TRUE	TRUE
O1	O1_3094	2014-09-01	Calf	E	2016-04-14	NA	LongerOrNever	0	19.7	0.5	FALSE	FALSE	FALSE
O1	O1_3094	2014-09-01	Calf	D	2016-02-02	NA	LongerOrNever	0	22.8	0.97	FALSE	FALSE	FALSE
O1	O1_3094	2014-09-01	Calf	A	2015-04-27	NA	LongerOrNever	0	93.7	NA	FALSE	TRUE	NA
O1	O1_3094	2014-09-01	Calf	F	2016-08-15	NA	LongerOrNever	0	92.1	0.77	FALSE	TRUE	FALSE
O1	O1_3094	2014-09-01	Calf	G	2017-01-16	NA	LongerOrNever	NA	199.7	71.49	NA	TRUE	TRUE
O1	O1_3094	2014-09-01	Calf	C	2015-11-11	NA	LongerOrNever	0	3.9	0.71	FALSE	FALSE	FALSE
O1	O1_3094	2014-09-01	Calf	B	2015-07-27	NA	LongerOrNever	0	133.5	1.14	FALSE	TRUE	FALSE
O1	O1_3097	2014-09-04	Calf	G	2017-01-16	NA	LongerOrNever	NA	4.6	0.49	NA	FALSE	FALSE
O1	O1_3097	2014-09-04	Calf	A	2015-04-27	NA	LongerOrNever	0	0.5	NA	FALSE	FALSE	NA
O1	O1_3097	2014-09-04	Calf	D	2016-02-02	NA	LongerOrNever	0	5.5	0.92	FALSE	FALSE	FALSE
O1	O1_3097	2014-09-04	Calf	E	2016-04-14	NA	LongerOrNever	0	6.4	0.42	FALSE	FALSE	FALSE
O1	O1_3097	2014-09-04	Calf	B	2015-07-27	NA	LongerOrNever	0	-4.9	-0.21	FALSE	FALSE	FALSE
O1	O1_3097	2014-09-04	Calf	F	2016-08-15	NA	LongerOrNever	0	4.4	0.91	FALSE	FALSE	FALSE
O1	O1_3097	2014-09-04	Calf	C	2015-11-11	NA	LongerOrNever	0	2.9	0.73	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	D	2016-02-02	NA	LongerOrNever	0	5.2	0.99	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	G	2017-01-16	NA	LongerOrNever	NA	0.2	0.24	NA	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	E	2016-04-14	NA	LongerOrNever	0	3.1	0.56	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	A	2015-04-27	NA	LongerOrNever	0	1.8	0.34	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	C	2015-11-11	NA	LongerOrNever	0	2.9	0.69	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	B	2015-07-27	NA	LongerOrNever	0	6	0.25	FALSE	FALSE	FALSE
O1	O1_3112	2014-10-03	Calf	F	2016-08-15	NA	LongerOrNever	0	5.1	0.87	FALSE	FALSE	FALSE
O1	O1_3125	2014-10-24	Calf	E	2016-04-14	NA	LongerOrNever	0	187.6	5.87	FALSE	TRUE	TRUE
O1	O1_3125	2014-10-24	Calf	D	2016-02-02	NA	LongerOrNever	0	113.5	1.47	FALSE	TRUE	TRUE
O1	O1_3125	2014-10-24	Calf	C	2015-11-11	NA	LongerOrNever	0	9.7	0.76	FALSE	FALSE	FALSE
O1	O1_3125	2014-10-24	Calf	B	2015-07-27	NA	LongerOrNever	0	7.7	-0.04	FALSE	FALSE	FALSE
O1	O1_3125	2014-10-24	Calf	A	2015-04-27	NA	LongerOrNever	0	2.5	-0.07	FALSE	FALSE	FALSE
O1	O1_3125	2014-10-24	Calf	G	2017-01-16	NA	LongerOrNever	NA	106.9	2.12	NA	TRUE	TRUE
O1	O1_3125	2014-10-24	Calf	F	2016-08-15	NA	LongerOrNever	0.6	187.9	6.16	TRUE	TRUE	TRUE
O2	O2_2411	2009-02-22	Multiparous	C	2015-11-11	NA	LongerOrNever	0	16.9	0.14	FALSE	FALSE	FALSE
O2	O2_2451	2009-07-31	Multiparous	G	2017-01-10	85	Within20weeks	NA	43.8	0.47	NA	TRUE	FALSE
O2	O2_2451	2009-07-31	Multiparous	E	2016-04-05	NA	LongerOrNever	0	182.9	2.67	FALSE	TRUE	TRUE
O2	O2_2451	2009-07-31	Multiparous	D	2016-01-26	NA	LongerOrNever	0	118.7	2.23	FALSE	TRUE	TRUE
O2	O2_2451	2009-07-31	Multiparous	B	2015-08-03	NA	LongerOrNever	NA	3	NA	NA	FALSE	NA
O2	O2_2451	2009-07-31	Multiparous	F	2016-08-29	NA	LongerOrNever	0	63.6	0.96	FALSE	TRUE	FALSE
O2	O2_2459	2009-08-09	Multiparous	F	2016-08-29	NA	LongerOrNever	0	25.9	0.73	FALSE	FALSE	FALSE
O2	O2_2459	2009-08-09	Multiparous	D	2016-01-26	NA	LongerOrNever	0	105.1	0.98	FALSE	TRUE	FALSE
O2	O2_2459	2009-08-09	Multiparous	E	2016-04-05	NA	LongerOrNever	0	36.8	0.93	FALSE	TRUE	FALSE
O2	O2_2459	2009-08-09	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	14.6	0.32	NA	FALSE	FALSE
O2	O2_2493	2009-11-19	Multiparous	C	2015-11-11	NA	LongerOrNever	0	118	5.5	FALSE	TRUE	TRUE
O2	O2_2493	2009-11-19	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	26.53	FALSE	NA	TRUE
O2	O2_2493	2009-11-19	Multiparous	B	2015-08-03	NA	LongerOrNever	0.4	112.2	4.12	TRUE	TRUE	TRUE
O2	O2_2533	2010-03-06	Multiparous	E	2016-04-05	NA	LongerOrNever	0	4.5	1.2	FALSE	FALSE	FALSE
O2	O2_2533	2010-03-06	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	6.4	0.34	NA	FALSE	FALSE
O2	O2_2533	2010-03-06	Multiparous	B	2015-08-03	NA	LongerOrNever	0	19.3	-0.42	FALSE	FALSE	FALSE
O2	O2_2533	2010-03-06	Multiparous	D	2016-01-26	NA	LongerOrNever	0	46	0.91	FALSE	TRUE	FALSE
O2	O2_2533	2010-03-06	Multiparous	F	2016-08-29	NA	LongerOrNever	0	19	0.66	FALSE	FALSE	FALSE
O2	O2_2533	2010-03-06	Multiparous	C	2015-11-11	NA	LongerOrNever	0	25	0.13	FALSE	FALSE	FALSE
O2	O2_2533	2010-03-06	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	0.56	FALSE	NA	FALSE
O2	O2_2552	2010-05-06	Multiparous	A	2015-04-27	NA	LongerOrNever	2.6	NA	29.73	TRUE	NA	TRUE
O2	O2_2552	2010-05-06	Multiparous	C	2015-11-11	NA	LongerOrNever	0.6	78	14.33	TRUE	TRUE	TRUE
O2	O2_2552	2010-05-06	Multiparous	B	2015-08-03	NA	LongerOrNever	2	124	26.47	TRUE	TRUE	TRUE
O2	O2_2552	2010-05-06	Multiparous	D	2016-01-26	NA	LongerOrNever	3.4	97.1	26.69	TRUE	TRUE	TRUE
O2	O2_2552	2010-05-06	Multiparous	E	2016-04-05	NA	LongerOrNever	1.2	120.7	21.12	TRUE	TRUE	TRUE
O2	O2_2599	2010-09-09	Multiparous	F	2016-08-29	NA	LongerOrNever	0	142.2	0.65	FALSE	TRUE	FALSE
O2	O2_2599	2010-09-09	Multiparous	B	2015-08-03	NA	LongerOrNever	0.8	143.4	7.41	TRUE	TRUE	TRUE
O2	O2_2599	2010-09-09	Multiparous	C	2015-11-11	NA	LongerOrNever	0.4	144.7	7.85	TRUE	TRUE	TRUE
O2	O2_2599	2010-09-09	Multiparous	E	2016-04-05	NA	LongerOrNever	0.2	124.6	11.84	TRUE	TRUE	TRUE
O2	O2_2599	2010-09-09	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	49.22	FALSE	NA	TRUE
O2	O2_2599	2010-09-09	Multiparous	D	2016-01-26	NA	LongerOrNever	0.2	145.1	36.68	TRUE	TRUE	TRUE
O2	O2_2630	2010-11-20	Multiparous	A	2015-04-27	NA	LongerOrNever	0.6	NA	65.73	TRUE	NA	TRUE
O2	O2_2630	2010-11-20	Multiparous	C	2015-11-11	NA	LongerOrNever	0.2	44.2	2.62	TRUE	TRUE	TRUE
O2	O2_2630	2010-11-20	Multiparous	B	2015-08-03	NA	LongerOrNever	1	74.3	5.28	TRUE	TRUE	TRUE
O2	O2_2630	2010-11-20	Multiparous	F	2016-08-29	NA	LongerOrNever	0	14.3	0.92	FALSE	FALSE	FALSE
O2	O2_2630	2010-11-20	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	-3.4	0.82	NA	FALSE	FALSE
O2	O2_2630	2010-11-20	Multiparous	E	2016-04-05	NA	LongerOrNever	0.4	96	5.87	TRUE	TRUE	TRUE
O2	O2_2630	2010-11-20	Multiparous	D	2016-01-26	NA	LongerOrNever	0	129.9	3.62	FALSE	TRUE	TRUE
O2	O2_2669	2011-02-28	Multiparous	E	2016-04-05	NA	LongerOrNever	0	-0.1	0.88	FALSE	FALSE	FALSE
O2	O2_2669	2011-02-28	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	0.63	FALSE	NA	FALSE
O2	O2_2669	2011-02-28	Multiparous	B	2015-08-03	NA	LongerOrNever	0	6.7	0.44	FALSE	FALSE	FALSE
O2	O2_2669	2011-02-28	Multiparous	C	2015-11-11	NA	LongerOrNever	0	6.1	0.39	FALSE	FALSE	FALSE
O2	O2_2669	2011-02-28	Multiparous	D	2016-01-26	NA	LongerOrNever	0	92.1	1.07	FALSE	TRUE	FALSE
O2	O2_2693	2011-06-28	Multiparous	F	2016-08-29	NA	LongerOrNever	0	220.3	0.59	FALSE	TRUE	FALSE
O2	O2_2693	2011-06-28	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	65.7	0.13	NA	TRUE	FALSE
O2	O2_2693	2011-06-28	Multiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	21.96	TRUE	NA	TRUE
O2	O2_2693	2011-06-28	Multiparous	B	2015-08-03	NA	LongerOrNever	0.2	176.4	7.24	TRUE	TRUE	TRUE
O2	O2_2693	2011-06-28	Multiparous	D	2016-01-26	NA	LongerOrNever	0	192.1	64.4	FALSE	TRUE	TRUE
O2	O2_2693	2011-06-28	Multiparous	C	2015-11-11	NA	LongerOrNever	0	153.3	3.76	FALSE	TRUE	TRUE
O2	O2_2693	2011-06-28	Multiparous	E	2016-04-05	NA	LongerOrNever	0	190.5	8.39	FALSE	TRUE	TRUE
O2	O2_2716	2011-08-30	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	52.8	0.23	NA	TRUE	FALSE
O2	O2_2716	2011-08-30	Multiparous	E	2016-04-05	NA	LongerOrNever	0.2	183.2	1.18	TRUE	TRUE	FALSE
O2	O2_2716	2011-08-30	Multiparous	B	2015-08-03	NA	LongerOrNever	0.2	176.5	3.76	TRUE	TRUE	TRUE
O2	O2_2716	2011-08-30	Multiparous	A	2015-04-27	NA	LongerOrNever	0.8	NA	38.14	TRUE	NA	TRUE
O2	O2_2716	2011-08-30	Multiparous	D	2016-01-26	NA	LongerOrNever	0	147.7	1.97	FALSE	TRUE	TRUE
O2	O2_2716	2011-08-30	Multiparous	F	2016-08-29	NA	LongerOrNever	0.2	228.4	1.32	TRUE	TRUE	FALSE
O2	O2_2716	2011-08-30	Multiparous	C	2015-11-11	NA	LongerOrNever	0	168.4	7.89	FALSE	TRUE	TRUE
O2	O2_2731	2011-10-01	Multiparous	D	2016-01-26	NA	LongerOrNever	0	5.4	0.61	FALSE	FALSE	FALSE
O2	O2_2731	2011-10-01	Multiparous	B	2015-08-03	NA	LongerOrNever	0	41.5	-0.11	FALSE	TRUE	FALSE
O2	O2_2731	2011-10-01	Multiparous	A	2015-04-27	NA	LongerOrNever	0	NA	5.69	FALSE	NA	TRUE
O2	O2_2731	2011-10-01	Multiparous	F	2016-08-29	NA	LongerOrNever	0	16	1.03	FALSE	FALSE	FALSE
O2	O2_2731	2011-10-01	Multiparous	E	2016-04-05	NA	LongerOrNever	0	22	0.62	FALSE	FALSE	FALSE
O2	O2_2731	2011-10-01	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	0.9	0.91	NA	FALSE	FALSE
O2	O2_2731	2011-10-01	Multiparous	C	2015-11-11	NA	LongerOrNever	0	10.5	0.41	FALSE	FALSE	FALSE
O2	O2_2763	2011-12-03	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	8.3	0.64	NA	FALSE	FALSE
O2	O2_2763	2011-12-03	Primiparous	F	2016-08-29	NA	LongerOrNever	0	118	0.68	FALSE	TRUE	FALSE
O2	O2_2767	2011-12-09	Primiparous	E	2016-04-05	NA	LongerOrNever	0	77.7	26.83	FALSE	TRUE	TRUE
O2	O2_2767	2011-12-09	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	5.54	FALSE	NA	TRUE
O2	O2_2767	2011-12-09	Primiparous	B	2015-08-03	NA	LongerOrNever	0.2	115.9	1.84	TRUE	TRUE	TRUE
O2	O2_2767	2011-12-09	Primiparous	D	2016-01-26	NA	LongerOrNever	0	128.6	2.34	FALSE	TRUE	TRUE
O2	O2_2767	2011-12-09	Primiparous	C	2015-11-11	NA	LongerOrNever	0	105	1.57	FALSE	TRUE	TRUE
O2	O2_2767	2011-12-09	Primiparous	F	2016-08-29	NA	LongerOrNever	0	131.5	0.79	FALSE	TRUE	FALSE
O2	O2_2767	2011-12-09	Primiparous	G	2017-01-10	85	Within20weeks	NA	20.5	1.01	NA	FALSE	FALSE
O2	O2_2774	2011-12-22	Multiparous	E	2016-04-05	NA	LongerOrNever	0.6	141.6	19.57	TRUE	TRUE	TRUE
O2	O2_2774	2011-12-22	Multiparous	D	2016-01-26	NA	LongerOrNever	0.2	186.2	26.2	TRUE	TRUE	TRUE
O2	O2_2774	2011-12-22	Multiparous	C	2015-11-11	NA	LongerOrNever	0.8	156.1	6.93	TRUE	TRUE	TRUE
O2	O2_2774	2011-12-22	Multiparous	B	2015-08-03	NA	LongerOrNever	0.6	185.3	1.4	TRUE	TRUE	FALSE
O2	O2_2774	2011-12-22	Multiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	72.63	TRUE	NA	TRUE
O2	O2_2798	2012-03-08	Primiparous	F	2016-08-29	NA	LongerOrNever	0	13.8	0.84	FALSE	FALSE	FALSE
O2	O2_2798	2012-03-08	Primiparous	E	2016-04-05	NA	LongerOrNever	0	29.8	0.89	FALSE	FALSE	FALSE
O2	O2_2798	2012-03-08	Primiparous	B	2015-08-03	NA	LongerOrNever	0.2	144.2	3.13	TRUE	TRUE	TRUE
O2	O2_2798	2012-03-08	Primiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	20.51	TRUE	NA	TRUE
O2	O2_2798	2012-03-08	Primiparous	C	2015-11-11	NA	LongerOrNever	0.2	140.5	1.29	TRUE	TRUE	FALSE
O2	O2_2798	2012-03-08	Primiparous	D	2016-01-26	NA	LongerOrNever	0	182.6	2.34	FALSE	TRUE	TRUE
O2	O2_2799	2012-03-16	Multiparous	C	2015-11-11	NA	LongerOrNever	0	166.1	23.12	FALSE	TRUE	TRUE
O2	O2_2799	2012-03-16	Multiparous	G	2017-01-10	NA	LongerOrNever	NA	202.5	94.2	NA	TRUE	TRUE
O2	O2_2799	2012-03-16	Multiparous	E	2016-04-05	NA	LongerOrNever	1.4	198.7	29.95	TRUE	TRUE	TRUE
O2	O2_2799	2012-03-16	Multiparous	B	2015-08-03	NA	LongerOrNever	1.2	187.6	9.82	TRUE	TRUE	TRUE
O2	O2_2799	2012-03-16	Multiparous	D	2016-01-26	NA	LongerOrNever	0.6	211.9	29.45	TRUE	TRUE	TRUE
O2	O2_2800	2012-03-20	Primiparous	A	2015-04-27	NA	LongerOrNever	4	NA	22.97	TRUE	NA	TRUE
O2	O2_2800	2012-03-20	Primiparous	C	2015-11-11	NA	LongerOrNever	0.6	154	16.99	TRUE	TRUE	TRUE
O2	O2_2800	2012-03-20	Primiparous	B	2015-08-03	NA	LongerOrNever	1.6	122.9	1.58	TRUE	TRUE	TRUE
O2	O2_2806	2012-04-01	Multiparous	B	2015-08-03	NA	LongerOrNever	0.2	125.7	5.67	TRUE	TRUE	TRUE
O2	O2_2806	2012-04-01	Multiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	42.88	TRUE	NA	TRUE
O2	O2_2806	2012-04-01	Multiparous	C	2015-11-11	NA	LongerOrNever	0	154.9	7.56	FALSE	TRUE	TRUE
O2	O2_2807	2012-04-03	Primiparous	D	2016-01-26	NA	LongerOrNever	0	164.4	2.73	FALSE	TRUE	TRUE
O2	O2_2807	2012-04-03	Primiparous	E	2016-04-05	NA	LongerOrNever	0.2	165.3	5.61	TRUE	TRUE	TRUE
O2	O2_2807	2012-04-03	Primiparous	C	2015-11-11	NA	LongerOrNever	0	127.7	5.06	FALSE	TRUE	TRUE
O2	O2_2807	2012-04-03	Primiparous	B	2015-08-03	NA	LongerOrNever	0	129	1.45	FALSE	TRUE	TRUE
O2	O2_2807	2012-04-03	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	11.48	FALSE	NA	TRUE
O2	O2_2808	2012-04-06	Primiparous	E	2016-04-05	NA	LongerOrNever	0	114.6	3.25	FALSE	TRUE	TRUE
O2	O2_2808	2012-04-06	Primiparous	F	2016-08-29	NA	LongerOrNever	0.2	119.3	2.07	TRUE	TRUE	TRUE
O2	O2_2808	2012-04-06	Primiparous	D	2016-01-26	NA	LongerOrNever	0	101.7	4.63	FALSE	TRUE	TRUE
O2	O2_2808	2012-04-06	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	113.8	2.4	NA	TRUE	TRUE
O2	O2_2810	2012-04-26	Primiparous	A	2015-04-27	NA	LongerOrNever	0.2	NA	15.96	TRUE	NA	TRUE
O2	O2_2818	2012-05-25	Primiparous	B	2015-08-03	NA	LongerOrNever	0.6	153.4	3.07	TRUE	TRUE	TRUE
O2	O2_2818	2012-05-25	Primiparous	C	2015-11-11	NA	LongerOrNever	0	149.9	10.26	FALSE	TRUE	TRUE
O2	O2_2818	2012-05-25	Primiparous	D	2016-01-26	NA	LongerOrNever	0.4	165.2	14.62	TRUE	TRUE	TRUE
O2	O2_2818	2012-05-25	Primiparous	F	2016-08-29	NA	LongerOrNever	0.2	208.2	3.68	TRUE	TRUE	TRUE
O2	O2_2818	2012-05-25	Primiparous	A	2015-04-27	NA	LongerOrNever	0.6	NA	33.29	TRUE	NA	TRUE
O2	O2_2818	2012-05-25	Primiparous	E	2016-04-05	NA	LongerOrNever	0	137.4	29.81	FALSE	TRUE	TRUE
O2	O2_2832	2012-07-21	Primiparous	E	2016-04-05	NA	LongerOrNever	0	6.1	0.81	FALSE	FALSE	FALSE
O2	O2_2832	2012-07-21	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	5.3	0.81	NA	FALSE	FALSE
O2	O2_2832	2012-07-21	Primiparous	C	2015-11-11	NA	LongerOrNever	0	9.6	0.39	FALSE	FALSE	FALSE
O2	O2_2832	2012-07-21	Primiparous	F	2016-08-29	NA	LongerOrNever	0	10.7	1.14	FALSE	FALSE	FALSE
O2	O2_2832	2012-07-21	Primiparous	D	2016-01-26	NA	LongerOrNever	0	5.6	0.83	FALSE	FALSE	FALSE
O2	O2_2845	2012-08-12	Primiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	6.66	TRUE	NA	TRUE
O2	O2_2845	2012-08-12	Primiparous	B	2015-08-03	NA	LongerOrNever	0	157.1	2.5	FALSE	TRUE	TRUE
O2	O2_2857	2012-09-10	Primiparous	D	2016-01-26	NA	LongerOrNever	0	212.3	24.84	FALSE	TRUE	TRUE
O2	O2_2857	2012-09-10	Primiparous	E	2016-04-05	NA	LongerOrNever	0	178.8	0.91	FALSE	TRUE	FALSE
O2	O2_2857	2012-09-10	Primiparous	F	2016-08-29	NA	LongerOrNever	0	24.7	0.9	FALSE	FALSE	FALSE
O2	O2_2857	2012-09-10	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	7.5	0.55	NA	FALSE	FALSE
O2	O2_2858	2012-09-10	Primiparous	E	2016-04-05	NA	LongerOrNever	0.2	107.7	3.42	TRUE	TRUE	TRUE
O2	O2_2858	2012-09-10	Primiparous	D	2016-01-26	NA	LongerOrNever	0	200.1	13.5	FALSE	TRUE	TRUE
O2	O2_2858	2012-09-10	Primiparous	B	2015-08-03	NA	LongerOrNever	0.8	148.7	3.95	TRUE	TRUE	TRUE
O2	O2_2858	2012-09-10	Primiparous	C	2015-11-11	NA	LongerOrNever	0	171.4	2.96	FALSE	TRUE	TRUE
O2	O2_2858	2012-09-10	Primiparous	F	2016-08-29	NA	LongerOrNever	0.4	68.3	2.08	TRUE	TRUE	TRUE
O2	O2_2858	2012-09-10	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	19.63	FALSE	NA	TRUE
O2	O2_2862	2012-09-17	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	37.86	FALSE	NA	TRUE
O2	O2_2863	2012-09-18	Primiparous	A	2015-04-27	NA	LongerOrNever	0	NA	0.83	FALSE	NA	FALSE
O2	O2_2863	2012-09-18	Primiparous	E	2016-04-05	NA	LongerOrNever	0	161.6	8.22	FALSE	TRUE	TRUE
O2	O2_2863	2012-09-18	Primiparous	B	2015-08-03	NA	LongerOrNever	0	12.7	0.53	FALSE	FALSE	FALSE
O2	O2_2863	2012-09-18	Primiparous	C	2015-11-11	NA	LongerOrNever	0	212.4	0.35	FALSE	TRUE	FALSE
O2	O2_2863	2012-09-18	Primiparous	D	2016-01-26	NA	LongerOrNever	0	171.6	4.65	FALSE	TRUE	TRUE
O2	O2_2863	2012-09-18	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	63.5	0.57	NA	TRUE	FALSE
O2	O2_2863	2012-09-18	Primiparous	F	2016-08-29	NA	LongerOrNever	0.2	164.7	2.7	TRUE	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	47.1	4.6	NA	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	B	2015-08-03	NA	LongerOrNever	0.4	89.4	2.48	TRUE	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	D	2016-01-26	NA	LongerOrNever	0.4	74.5	4.85	TRUE	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	C	2015-11-11	NA	LongerOrNever	0.2	80.5	0.47	TRUE	TRUE	FALSE
O2	O2_2870	2012-10-05	Primiparous	F	2016-08-29	NA	LongerOrNever	0	52.9	5.46	FALSE	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	E	2016-04-05	NA	LongerOrNever	0	65.3	2.65	FALSE	TRUE	TRUE
O2	O2_2870	2012-10-05	Primiparous	A	2015-04-27	NA	LongerOrNever	0.4	NA	18.81	TRUE	NA	TRUE
O2	O2_2887	2012-11-10	Heifer	B	2015-08-03	NA	LongerOrNever	0	NA	0.38	FALSE	NA	FALSE
O2	O2_2887	2012-11-10	Heifer	G	2017-01-10	NA	LongerOrNever	NA	3.7	0.77	NA	FALSE	FALSE
O2	O2_2887	2012-11-10	Heifer	F	2016-08-29	NA	LongerOrNever	0	1	0.84	FALSE	FALSE	FALSE
O2	O2_2892	2012-11-13	Heifer	G	2017-01-10	NA	LongerOrNever	NA	26.8	1.04	NA	FALSE	FALSE
O2	O2_2892	2012-11-13	Heifer	F	2016-08-29	NA	LongerOrNever	0	44.8	0.94	FALSE	TRUE	FALSE
O2	O2_2899	2012-11-29	Heifer	B	2015-08-03	NA	LongerOrNever	0	4	0.48	FALSE	FALSE	FALSE
O2	O2_2899	2012-11-29	Heifer	D	2016-01-26	NA	LongerOrNever	0	4.9	1.08	FALSE	FALSE	FALSE
O2	O2_2899	2012-11-29	Heifer	C	2015-11-11	NA	LongerOrNever	0	-9.7	3.3	FALSE	FALSE	TRUE
O2	O2_2899	2012-11-29	Heifer	F	2016-08-29	NA	LongerOrNever	0	5.6	0.9	FALSE	FALSE	FALSE
O2	O2_2899	2012-11-29	Heifer	E	2016-04-05	NA	LongerOrNever	0	6.3	1.03	FALSE	FALSE	FALSE
O2	O2_2911	2013-01-05	Heifer	E	2016-04-05	NA	LongerOrNever	0.4	127.7	28.13	TRUE	TRUE	TRUE
O2	O2_2911	2013-01-05	Heifer	D	2016-01-26	NA	LongerOrNever	0	194.2	9.35	FALSE	TRUE	TRUE
O2	O2_2911	2013-01-05	Heifer	F	2016-08-29	NA	LongerOrNever	1	154.6	17.37	TRUE	TRUE	TRUE
O2	O2_2911	2013-01-05	Heifer	G	2017-01-10	NA	LongerOrNever	NA	121.5	36.86	NA	TRUE	TRUE
O2	O2_2915	2013-01-23	Heifer	G	2017-01-10	NA	LongerOrNever	NA	24.5	0.76	NA	FALSE	FALSE
O2	O2_2915	2013-01-23	Heifer	A	2015-04-27	NA	LongerOrNever	0	7.1	0.04	FALSE	FALSE	FALSE
O2	O2_2915	2013-01-23	Heifer	F	2016-08-29	NA	LongerOrNever	1.2	189.8	5.98	TRUE	TRUE	TRUE
O2	O2_2915	2013-01-23	Heifer	D	2016-01-26	NA	LongerOrNever	0.4	191.8	30.57	TRUE	TRUE	TRUE
